RecordNumber,HydroFeature,AllocationBlock,Wap,FromDate,ToDate,FromMonth,ToMonth,AllocatedRate,AllocatedAnnualVolume,WaterUse,IrrigationArea,ConsentStatus,ExtSiteName,NZTMX,NZTMY,CatchmentName,CatchmentNumber,CatchmentGroupName,CatchmentGroupNumber,SwazName,SwazGroupName,SwazSubRegionalName,GwazName,CwmsName,FlowSite
CRC050908.2,Groundwater,A,K36/0617,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1489695.42021499,5157777.56715508,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168837
CRC050908.2,Groundwater,A,K36/0777,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1489305.50022595,5157737.5196045,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC050908.2,Groundwater,A,K36/0777,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1489305.50022595,5157737.5196045,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC050908.2,Groundwater,A,K36/0777,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1489305.50022595,5157737.5196045,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168837
CRC050908.2,Groundwater,A,K36/0808,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC050908.2,Groundwater,A,K36/0808,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050908.2,Groundwater,A,K36/0808,2005-10-28,2008-08-20,7,6,20.25,191434,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC050908.3,Groundwater,A,K36/0808,2008-08-20,2009-09-10,7,6,59.61,257360,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC050908.3,Groundwater,A,K36/0808,2008-08-20,2009-09-10,7,6,59.61,257360,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050908.3,Groundwater,A,K36/0808,2008-08-20,2009-09-10,7,6,59.61,257360,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC050908.4,Groundwater,A,K36/0808,2009-09-10,2009-11-19,7,6,59.61,480962,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC050908.4,Groundwater,A,K36/0808,2009-09-10,2009-11-19,7,6,59.61,480962,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050908.4,Groundwater,A,K36/0808,2009-09-10,2009-11-19,7,6,59.61,480962,agriculture,160,Terminated - Replaced,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC050908.5,Groundwater,A,K36/0808,2009-11-19,2039-11-03,7,6,58.78,257360,agriculture,269,Issued - Active,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC050908.5,Groundwater,A,K36/0808,2009-11-19,2039-11-03,7,6,58.78,257360,agriculture,269,Issued - Active,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050908.5,Groundwater,A,K36/0808,2009-11-19,2039-11-03,7,6,58.78,257360,agriculture,269,Issued - Active,Missing Name,1490359.95270306,5153324.49701859,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC050908.2,Groundwater,A,K36/0836,2005-10-28,2008-08-20,7,6,11.0,191434,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC050908.2,Groundwater,A,K36/0836,2005-10-28,2008-08-20,7,6,11.0,191434,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC050908.2,Groundwater,A,K36/0836,2005-10-28,2008-08-20,7,6,11.0,191434,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168837
CRC050908.3,Groundwater,A,K36/0836,2008-08-20,2009-09-10,7,6,32.39,257360,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC050908.3,Groundwater,A,K36/0836,2008-08-20,2009-09-10,7,6,32.39,257360,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC050908.3,Groundwater,A,K36/0836,2008-08-20,2009-09-10,7,6,32.39,257360,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168837
CRC050908.4,Groundwater,A,K36/0836,2009-09-10,2009-11-19,7,6,32.39,480962,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC050908.4,Groundwater,A,K36/0836,2009-09-10,2009-11-19,7,6,32.39,480962,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC050908.4,Groundwater,A,K36/0836,2009-09-10,2009-11-19,7,6,32.39,480962,agriculture,160,Terminated - Replaced,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168837
CRC050908.5,Groundwater,A,K36/0836,2009-11-19,2039-11-03,7,6,33.22,257360,agriculture,269,Issued - Active,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC050908.5,Groundwater,A,K36/0836,2009-11-19,2039-11-03,7,6,33.22,257360,agriculture,269,Issued - Active,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC050908.5,Groundwater,A,K36/0836,2009-11-19,2039-11-03,7,6,33.22,257360,agriculture,269,Issued - Active,Missing Name,1491086.54904797,5155040.28273375,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168837
CRC050912.2,Groundwater,A,K37/1299,2005-12-09,2039-12-03,7,6,9.0,16200,agriculture,10,Issued - Active,Missing Name,1496266.36051003,5143874.38449994,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050912.2,Groundwater,A,K37/1299,2005-12-09,2039-12-03,7,6,9.0,16200,agriculture,10,Issued - Active,Missing Name,1496266.36051003,5143874.38449994,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC050912.2,Surface Water,A,K37/1299,2005-12-09,2039-12-03,7,6,4.0,126158,agriculture,10,Issued - Active,Missing Name,1496266.36051003,5143874.38449994,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050912.2,Surface Water,A,K37/1299,2005-12-09,2039-12-03,7,6,4.0,126158,agriculture,10,Issued - Active,Missing Name,1496266.36051003,5143874.38449994,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC050913,Groundwater,A,K37/2328,2004-12-03,2014-12-08,7,6,1.0,60645,agriculture,10,Terminated - Replaced,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050913,Groundwater,A,K37/2328,2004-12-03,2014-12-08,7,6,1.0,60645,agriculture,10,Terminated - Replaced,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC050913,Surface Water,A,K37/2328,2004-12-03,2014-12-08,7,6,4.0,126158,agriculture,10,Terminated - Replaced,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050913,Surface Water,A,K37/2328,2004-12-03,2014-12-08,7,6,4.0,126158,agriculture,10,Terminated - Replaced,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC154761,Groundwater,A,K37/2328,2014-12-08,2037-12-03,7,6,1.0,60645,agriculture,10,Issued - Active,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC154761,Groundwater,A,K37/2328,2014-12-08,2037-12-03,7,6,1.0,60645,agriculture,10,Issued - Active,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC154761,Surface Water,A,K37/2328,2014-12-08,2037-12-03,7,6,4.0,126158,agriculture,10,Issued - Active,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC154761,Surface Water,A,K37/2328,2014-12-08,2037-12-03,7,6,4.0,126158,agriculture,10,Issued - Active,Missing Name,1496096.38631313,5143931.34117596,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC050942.1,Groundwater,A,K36/0787,2007-02-07,2008-06-13,7,6,55.0,604027,agriculture,99,Terminated - Replaced,Missing Name,1491649.91041046,5151985.9551216,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC050942.1,Groundwater,A,K36/0787,2007-02-07,2008-06-13,7,6,55.0,604027,agriculture,99,Terminated - Replaced,Missing Name,1491649.91041046,5151985.9551216,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050942.1,Groundwater,A,K36/0787,2007-02-07,2008-06-13,7,6,55.0,604027,agriculture,99,Terminated - Replaced,Missing Name,1491649.91041046,5151985.9551216,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC050942.2,Groundwater,A,K36/0787,2008-06-13,2039-12-06,7,6,55.0,427680,agriculture,0,Issued - Active,Missing Name,1491649.91041046,5151985.9551216,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC050942.2,Groundwater,A,K36/0787,2008-06-13,2039-12-06,7,6,55.0,427680,agriculture,0,Issued - Active,Missing Name,1491649.91041046,5151985.9551216,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC050942.2,Groundwater,A,K36/0787,2008-06-13,2039-12-06,7,6,55.0,427680,agriculture,0,Issued - Active,Missing Name,1491649.91041046,5151985.9551216,Mt Harding Stream,6880320.0,Ashburton River,688.0,Mt Harding,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC051032.3,Groundwater,A,K36/0853,2006-10-05,2008-05-13,7,6,90.0,2838551,agriculture,298,Terminated - Replaced,Missing Name,1481785.07168732,5156301.66534081,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051032.3,Groundwater,A,K36/0853,2006-10-05,2008-05-13,7,6,90.0,2838551,agriculture,298,Terminated - Replaced,Missing Name,1481785.07168732,5156301.66534081,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC051032.4,Groundwater,A,K36/0853,2008-05-13,2010-05-11,7,6,90.0,2838551,agriculture,298,Terminated - Replaced,Missing Name,1481785.07168732,5156301.66534081,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051032.4,Groundwater,A,K36/0853,2008-05-13,2010-05-11,7,6,90.0,2838551,agriculture,298,Terminated - Replaced,Missing Name,1481785.07168732,5156301.66534081,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC051164,Groundwater,A,K36/0320,2010-06-30,2016-03-16,7,6,4.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC051164,Groundwater,A,K36/0320,2010-06-30,2016-03-16,7,6,4.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC051164,Surface Water,A,K36/0320,2010-06-30,2016-03-16,7,6,1.0,31539,agriculture,192,Terminated - Surrendered,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC051164,Surface Water,A,K36/0320,2010-06-30,2016-03-16,7,6,1.0,31539,agriculture,192,Terminated - Surrendered,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC051164,Groundwater,Adapt.Vol,K36/0320,2010-06-30,2016-03-16,7,6,4.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC051164,Groundwater,Adapt.Vol,K36/0320,2010-06-30,2016-03-16,7,6,4.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC164232,Groundwater,A,K36/0320,2016-02-29,2020-06-29,7,6,5.0,41738,agriculture,192,Issued - Active,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC164232,Groundwater,A,K36/0320,2016-02-29,2020-06-29,7,6,5.0,41738,agriculture,192,Issued - Active,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC164232,Groundwater,Adapt.Vol,K36/0320,2016-02-29,2020-06-29,7,6,5.0,41738,agriculture,192,Issued - Active,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC164232,Groundwater,Adapt.Vol,K36/0320,2016-02-29,2020-06-29,7,6,5.0,41738,agriculture,192,Issued - Active,Missing Name,1476138.25898285,5154426.0820431,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC051164,Groundwater,A,K36/0804,2010-06-30,2016-03-16,7,6,89.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC051164,Groundwater,A,K36/0804,2010-06-30,2016-03-16,7,6,89.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC051164,Surface Water,A,K36/0804,2010-06-30,2016-03-16,7,6,11.0,346934,agriculture,192,Terminated - Surrendered,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC051164,Surface Water,A,K36/0804,2010-06-30,2016-03-16,7,6,11.0,346934,agriculture,192,Terminated - Surrendered,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC051164,Groundwater,Adapt.Vol,K36/0804,2010-06-30,2016-03-16,7,6,89.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC051164,Groundwater,Adapt.Vol,K36/0804,2010-06-30,2016-03-16,7,6,89.0,206738,agriculture,192,Terminated - Surrendered,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC164232,Groundwater,A,K36/0804,2016-02-29,2020-06-29,7,6,100.0,41738,agriculture,192,Issued - Active,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC164232,Groundwater,A,K36/0804,2016-02-29,2020-06-29,7,6,100.0,41738,agriculture,192,Issued - Active,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC164232,Groundwater,Adapt.Vol,K36/0804,2016-02-29,2020-06-29,7,6,100.0,41738,agriculture,192,Issued - Active,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,68801
CRC164232,Groundwater,Adapt.Vol,K36/0804,2016-02-29,2020-06-29,7,6,100.0,41738,agriculture,192,Issued - Active,Missing Name,1477659.07153476,5154119.365673,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Valetta,Ashburton,168833
CRC051182,Groundwater,A,K37/1990,2005-02-03,2040-02-02,7,6,11.0,81972,agriculture,23,Issued - Active,Missing Name,1496888.82629049,5146070.03216791,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC051182,Groundwater,A,K37/1990,2005-02-03,2040-02-02,7,6,11.0,81972,agriculture,23,Issued - Active,Missing Name,1496888.82629049,5146070.03216791,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051210,Groundwater,A,K37/2358,2005-09-23,2007-08-29,7,6,19.5,545806,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051210,Groundwater,A,K37/2358,2005-09-23,2007-08-29,7,6,19.5,545806,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC051210,Surface Water,A,K37/2358,2005-09-23,2007-08-29,7,6,33.0,1040802,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051210,Surface Water,A,K37/2358,2005-09-23,2007-08-29,7,6,33.0,1040802,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC051210.1,Groundwater,A,K37/2358,2007-08-30,2014-10-31,7,6,11.99,545806,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051210.1,Groundwater,A,K37/2358,2007-08-30,2014-10-31,7,6,11.99,545806,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC051210.1,Surface Water,A,K37/2358,2007-08-30,2014-10-31,7,6,20.0,630789,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051210.1,Surface Water,A,K37/2358,2007-08-30,2014-10-31,7,6,20.0,630789,agriculture,180,Terminated - Replaced,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC152835,Groundwater,A,K37/2358,2014-10-31,2040-09-23,7,6,12.99,462175,agriculture,180,Issued - Active,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC152835,Groundwater,A,K37/2358,2014-10-31,2040-09-23,7,6,12.99,462175,agriculture,180,Issued - Active,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC152835,Surface Water,A,K37/2358,2014-10-31,2040-09-23,7,6,19.0,599250,agriculture,180,Issued - Active,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC152835,Surface Water,A,K37/2358,2014-10-31,2040-09-23,7,6,19.0,599250,agriculture,180,Issued - Active,Missing Name,1496867.69747614,5141418.02021813,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC051278,Groundwater,A,K37/2437,2005-10-28,2040-10-26,7,6,43.5,273750,agriculture,150,Issued - Active,Missing Name,1490780.10096046,5146000.95777378,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC051278,Groundwater,A,K37/2437,2005-10-28,2040-10-26,7,6,43.5,273750,agriculture,150,Issued - Active,Missing Name,1490780.10096046,5146000.95777378,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC052032.1,Groundwater,A,K36/0816,2008-07-21,2014-05-13,7,6,38.0,503670,agriculture,117,Terminated - Replaced,Missing Name,1483426.78506646,5156316.90922989,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC052032.1,Groundwater,A,K36/0816,2008-07-21,2014-05-13,7,6,38.0,503670,agriculture,117,Terminated - Replaced,Missing Name,1483426.78506646,5156316.90922989,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC052032.1,Groundwater,A,K36/0816,2008-07-21,2014-05-13,7,6,38.0,503670,agriculture,117,Terminated - Replaced,Missing Name,1483426.78506646,5156316.90922989,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168841
CRC052032.1,Groundwater,A,K36/0816,2008-07-21,2014-05-13,7,6,38.0,503670,agriculture,117,Terminated - Replaced,Missing Name,1483426.78506646,5156316.90922989,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168846
CRC052032.1,Surface Water,A,K36/0816,2008-07-21,2014-05-13,7,6,32.0,1009263,agriculture,117,Terminated - Replaced,Missing Name,1483426.78506646,5156316.90922989,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
