RecordNumber,HydroFeature,AllocationBlock,Wap,FromDate,ToDate,FromMonth,ToMonth,AllocatedRate,AllocatedAnnualVolume,WaterUse,IrrigationArea,ConsentStatus,ExtSiteName,NZTMX,NZTMY,CatchmentName,CatchmentNumber,CatchmentGroupName,CatchmentGroupNumber,SwazName,SwazGroupName,SwazSubRegionalName,GwazName,CwmsName,FlowSite
CRC000072.1,Surface Water,A,K36/0955,2007-06-28,2014-07-25,7,6,60.0,576458,agriculture,140,Terminated - Replaced,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000072.1,Surface Water,A,K36/0955,2007-06-28,2014-07-25,7,6,60.0,576458,agriculture,140,Terminated - Replaced,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000072.1,Surface Water,A,K36/0955,2007-06-28,2014-07-25,7,6,60.0,576458,agriculture,140,Terminated - Replaced,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168841
CRC000072.1,Surface Water,A,K36/0955,2007-06-28,2014-07-25,7,6,60.0,576458,agriculture,140,Terminated - Replaced,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168846
CRC151569,Surface Water,A,K36/0955,2014-07-25,2030-07-25,7,6,60.0,576458,agriculture,140,Issued - Active,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC151569,Surface Water,A,K36/0955,2014-07-25,2030-07-25,7,6,60.0,576458,agriculture,140,Issued - Active,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC151569,Surface Water,A,K36/0955,2014-07-25,2030-07-25,7,6,60.0,576458,agriculture,140,Issued - Active,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168841
CRC151569,Surface Water,A,K36/0955,2014-07-25,2030-07-25,7,6,60.0,576458,agriculture,140,Issued - Active,Missing Name,1479918.50242443,5172161.94189515,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168846
CRC000205.1,Groundwater,A,K36/0322,2001-03-07,2015-02-11,7,6,26.0,339087,agriculture,100,Terminated - Replaced,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000205.1,Groundwater,A,K36/0322,2001-03-07,2015-02-11,7,6,26.0,339087,agriculture,100,Terminated - Replaced,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000205.1,Surface Water,A,K36/0322,2001-03-07,2015-02-11,7,6,12.0,378473,agriculture,100,Terminated - Replaced,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000205.1,Surface Water,A,K36/0322,2001-03-07,2015-02-11,7,6,12.0,378473,agriculture,100,Terminated - Replaced,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC155220,Groundwater,A,K36/0322,2001-03-07,2034-10-19,7,6,21.0,339087,agriculture,100,Issued - Active,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC155220,Groundwater,A,K36/0322,2001-03-07,2034-10-19,7,6,21.0,339087,agriculture,100,Issued - Active,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC155220,Surface Water,A,K36/0322,2001-03-07,2034-10-19,7,6,17.0,536171,agriculture,100,Issued - Active,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC155220,Surface Water,A,K36/0322,2001-03-07,2034-10-19,7,6,17.0,536171,agriculture,100,Issued - Active,Missing Name,1475515.30628843,5154733.94111648,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000248,Groundwater,A,K37/0838,1999-09-07,2009-05-05,7,6,10.0,256899,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000248,Groundwater,A,K37/0838,1999-09-07,2009-05-05,7,6,10.0,256899,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000248,Surface Water,A,K37/0838,1999-09-07,2009-05-05,7,6,13.0,410013,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000248,Surface Water,A,K37/0838,1999-09-07,2009-05-05,7,6,13.0,410013,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000248.1,Groundwater,A,K37/0838,2009-05-05,2012-04-26,7,6,10.0,256899,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000248.1,Groundwater,A,K37/0838,2009-05-05,2012-04-26,7,6,10.0,256899,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000248.1,Surface Water,A,K37/0838,2009-05-05,2012-04-26,7,6,13.0,410013,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000248.1,Surface Water,A,K37/0838,2009-05-05,2012-04-26,7,6,13.0,410013,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000248.2,Groundwater,A,K37/0838,2012-04-26,2016-10-13,7,6,10.0,256899,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000248.2,Groundwater,A,K37/0838,2012-04-26,2016-10-13,7,6,10.0,256899,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC000248.2,Surface Water,A,K37/0838,2012-04-26,2016-10-13,7,6,13.0,410013,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC000248.2,Surface Water,A,K37/0838,2012-04-26,2016-10-13,7,6,13.0,410013,agriculture,50,Terminated - Replaced,Missing Name,1489756.0,5148019.0,South Branch Ashburton River / Hakatere,6880300.0,Ashburton River,688.0,South Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC001087,Groundwater,A,K37/0093,2000-03-28,2009-01-12,7,6,22.75,243828,agriculture,141,Terminated - Replaced,Missing Name,1494205.58748723,5139792.8395124,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087,Groundwater,A,K37/0093,2000-03-28,2009-01-12,7,6,22.75,243828,agriculture,141,Terminated - Replaced,Missing Name,1494205.58748723,5139792.8395124,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.1,Groundwater,A,K37/0093,2009-01-12,2009-11-04,7,6,11.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494205.58748723,5139792.8395124,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.1,Groundwater,A,K37/0093,2009-01-12,2009-11-04,7,6,11.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494205.58748723,5139792.8395124,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.2,Groundwater,A,K37/0093,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494205.58748723,5139792.8395124,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.2,Groundwater,A,K37/0093,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494205.58748723,5139792.8395124,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087,Groundwater,A,K37/0094,2000-03-28,2009-01-12,7,6,22.75,243828,agriculture,141,Terminated - Replaced,Missing Name,1494395.60073232,5139527.93211123,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087,Groundwater,A,K37/0094,2000-03-28,2009-01-12,7,6,22.75,243828,agriculture,141,Terminated - Replaced,Missing Name,1494395.60073232,5139527.93211123,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.1,Groundwater,A,K37/0094,2009-01-12,2009-11-04,7,6,11.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494395.60073232,5139527.93211123,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.1,Groundwater,A,K37/0094,2009-01-12,2009-11-04,7,6,11.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494395.60073232,5139527.93211123,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.2,Groundwater,A,K37/0094,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494395.60073232,5139527.93211123,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.2,Groundwater,A,K37/0094,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494395.60073232,5139527.93211123,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.1,Groundwater,A,K37/3239,2009-01-12,2009-11-04,7,6,3.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494199.59195562,5139776.8416089,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.1,Groundwater,A,K37/3239,2009-01-12,2009-11-04,7,6,3.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494199.59195562,5139776.8416089,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.1,Surface Water,A,K37/3239,2009-01-12,2009-11-04,7,6,8.0,252316,agriculture,141,Terminated - Replaced,Missing Name,1494199.59195562,5139776.8416089,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.1,Surface Water,A,K37/3239,2009-01-12,2009-11-04,7,6,8.0,252316,agriculture,141,Terminated - Replaced,Missing Name,1494199.59195562,5139776.8416089,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.2,Groundwater,A,K37/3239,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494199.59195562,5139776.8416089,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.2,Groundwater,A,K37/3239,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494199.59195562,5139776.8416089,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.1,Groundwater,A,K37/3240,2009-01-12,2009-11-04,7,6,11.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494391.6003679,5139533.93007105,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.1,Groundwater,A,K37/3240,2009-01-12,2009-11-04,7,6,11.38,121914,agriculture,141,Terminated - Replaced,Missing Name,1494391.6003679,5139533.93007105,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.2,Groundwater,A,K37/3240,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494391.6003679,5139533.93007105,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.2,Groundwater,A,K37/3240,2009-11-04,2035-03-27,7,6,9.33,97531,agriculture,141,Issued - Active,Missing Name,1494391.6003679,5139533.93007105,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001087.2,Groundwater,A,K37/3272,2009-11-04,2035-03-27,7,6,8.2,97531,agriculture,141,Issued - Active,Missing Name,1494231.55839356,5139910.82040304,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,1688218
CRC001087.2,Groundwater,A,K37/3272,2009-11-04,2035-03-27,7,6,8.2,97531,agriculture,141,Issued - Active,Missing Name,1494231.55839356,5139910.82040304,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168840
CRC001382,Groundwater,A,K37/0452,2000-03-28,2035-03-27,7,6,61.0,687419,agriculture,181,Issued - Active,Missing Name,1494034.33283394,5141259.50487545,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC001382,Groundwater,A,K37/0452,2000-03-28,2035-03-27,7,6,61.0,687419,agriculture,181,Issued - Active,Missing Name,1494034.33283394,5141259.50487545,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC001609,Groundwater,A,K37/1032,2000-04-17,2035-04-13,7,6,3.4,16971,agriculture,3,Issued - Active,Missing Name,1498547.35260505,5136313.48218635,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC001609,Surface Water,A,K37/1032,2000-04-17,2035-04-13,7,6,1.0,31539,agriculture,3,Issued - Active,Missing Name,1498547.35260505,5136313.48218635,Carters Creek/Laghmor Creek,6880200.0,Ashburton River,688.0,Lagmhor,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC001953.1,Surface Water,A,K35/0048,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481893.53,5183271.9,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,168834
CRC001953.1,Surface Water,A,K35/0048,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481893.53,5183271.9,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,168849
CRC001953.1,Surface Water,A,K35/0048,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481893.53,5183271.9,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,68801
CRC001953.1,Surface Water,A,K35/0049,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481691.13,5182615.23,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,168834
CRC001953.1,Surface Water,A,K35/0049,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481691.13,5182615.23,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,168849
CRC001953.1,Surface Water,A,K35/0049,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481691.13,5182615.23,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,68801
CRC001953.1,Surface Water,A,K35/0050,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481688.62,5182553.98,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,168834
CRC001953.1,Surface Water,A,K35/0050,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481688.62,5182553.98,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,168849
CRC001953.1,Surface Water,A,K35/0050,2002-06-24,2036-01-19,7,6,9.33,294263,other,0,Issued - Active,Missing Name,1481688.62,5182553.98,Pudding Hill Stream,6880330.0,Ashburton River,688.0,Pudding Hill,Ashburton River,Ashburton,,Ashburton,68801
CRC001975.1,Groundwater,A,K37/0004,2002-12-24,2016-08-26,7,6,5.4,134255,agriculture,34,Terminated - Surrendered,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC001975.1,Groundwater,A,K37/0004,2002-12-24,2016-08-26,7,6,5.4,134255,agriculture,34,Terminated - Surrendered,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC001975.1,Surface Water,A,K37/0004,2002-12-24,2016-08-26,7,6,6.0,189237,agriculture,34,Terminated - Surrendered,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC001975.1,Surface Water,A,K37/0004,2002-12-24,2016-08-26,7,6,6.0,189237,agriculture,34,Terminated - Surrendered,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC090967,Groundwater,A,K37/0004,2010-01-28,2014-02-12,7,6,9.4,145458,agriculture,71,Terminated - Replaced,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC090967,Groundwater,A,K37/0004,2010-01-28,2014-02-12,7,6,9.4,145458,agriculture,71,Terminated - Replaced,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC090967,Surface Water,A,K37/0004,2010-01-28,2014-02-12,7,6,2.0,63079,agriculture,71,Terminated - Replaced,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC090967,Surface Water,A,K37/0004,2010-01-28,2014-02-12,7,6,2.0,63079,agriculture,71,Terminated - Replaced,Missing Name,1497174.8411716,5145642.173856,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC001999,Groundwater,A,K37/1066,2000-07-21,2035-07-18,7,6,2.0,48239,agriculture,8,Issued - Active,Missing Name,1497947.23547656,5137533.08304895,Ashburton River / Hakatere,6880000.0,Ashburton River,688.0,Ashburton/Hakatere,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC001999,Surface Water,A,K37/1066,2000-07-21,2035-07-18,7,6,3.0,94618,agriculture,8,Issued - Active,Missing Name,1497947.23547656,5137533.08304895,Ashburton River / Hakatere,6880000.0,Ashburton River,688.0,Ashburton/Hakatere,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC002108,Groundwater,A,K36/0129,2006-02-09,2041-01-30,7,6,6.0,484720,stockwater,0,Issued - Active,SPRINGFIELD SUPPLY,1482259.28715099,5170291.47254321,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC002108,Groundwater,A,K36/0129,2006-02-09,2041-01-30,7,6,6.0,484720,stockwater,0,Issued - Active,SPRINGFIELD SUPPLY,1482259.28715099,5170291.47254321,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC002108,Surface Water,A,K36/0129,2006-02-09,2041-01-30,7,6,14.0,441552,stockwater,0,Issued - Active,SPRINGFIELD SUPPLY,1482259.28715099,5170291.47254321,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC002108,Surface Water,A,K36/0129,2006-02-09,2041-01-30,7,6,14.0,441552,stockwater,0,Issued - Active,SPRINGFIELD SUPPLY,1482259.28715099,5170291.47254321,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC010057,Groundwater,A,K37/1016,2000-08-11,2012-07-11,7,6,50.0,553217,agriculture,90,Terminated - Replaced,Missing Name,1496462.71253804,5147230.71269183,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC010057,Groundwater,A,K37/1016,2000-08-11,2012-07-11,7,6,50.0,553217,agriculture,90,Terminated - Replaced,Missing Name,1496462.71253804,5147230.71269183,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC010057.1,Groundwater,A,K37/1016,2012-07-11,2016-06-20,7,6,50.0,553217,agriculture,90,Terminated - Replaced,Missing Name,1496462.71253804,5147230.71269183,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC010057.1,Groundwater,A,K37/1016,2012-07-11,2016-06-20,7,6,50.0,553217,agriculture,90,Terminated - Replaced,Missing Name,1496462.71253804,5147230.71269183,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC169922,Groundwater,A,K37/1016,2016-06-20,2035-08-11,7,6,50.0,553217,agriculture,90,Issued - Active,Missing Name,1496462.71253804,5147230.71269183,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,168834
CRC169922,Groundwater,A,K37/1016,2016-06-20,2035-08-11,7,6,50.0,553217,agriculture,90,Issued - Active,Missing Name,1496462.71253804,5147230.71269183,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton-Lyndhurst,Ashburton,68801
CRC010181,Surface Water,A,K37/2874,2005-10-27,2028-06-30,7,6,453.0,5850000,agriculture,900,Issued - Active,Missing Name,1494356.33813042,5146210.55492167,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC010181,Surface Water,A,K37/2874,2005-10-27,2028-06-30,7,6,453.0,5850000,agriculture,900,Issued - Active,Missing Name,1494356.33813042,5146210.55492167,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168833
CRC010365,Groundwater,A,BX20/0038,2002-06-14,2037-06-12,7,6,21.0,254026,agriculture,53,Issued - Active,Missing Name,1486894.0,5157280.0,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
CRC010365,Groundwater,A,BX20/0038,2002-06-14,2037-06-12,7,6,21.0,254026,agriculture,53,Issued - Active,Missing Name,1486894.0,5157280.0,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,68801
CRC010365,Groundwater,A,BX20/0038,2002-06-14,2037-06-12,7,6,21.0,254026,agriculture,53,Issued - Active,Missing Name,1486894.0,5157280.0,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168837
CRC010365,Surface Water,A,BX20/0038,2002-06-14,2037-06-12,7,6,17.0,536171,agriculture,53,Issued - Active,Missing Name,1486894.0,5157280.0,North Branch Ashburton River / Hakatere,6880100.0,Ashburton River,688.0,North Branch,Ashburton River,Ashburton,Ashburton River,Ashburton,168834
