SwazGroupName,SwazName,WaterUse,Mon,MonRatio
Hinds,Ruapuna Plains Area,stockwater,11,0.5158368608943947
Hinds,Ruapuna Plains Area,stockwater,12,0.4214181616965965
Hinds,Ruapuna Plains Area,water_supply,2,0.7762057636455902
Hinds,Ruapuna Plains Area,water_supply,3,0.5784509432947967
Hinds,Ruapuna Plains Area,water_supply,4,0.6528017694092132
Hinds,Ruapuna Plains Area,water_supply,5,0.7514693442896708
Hinds,Ruapuna Plains Area,water_supply,6,0.7534734677374271
Hinds,Taylors Drain,agriculture,1,0.22097726091174522
Hinds,Taylors Drain,agriculture,2,0.40043104320471684
Hinds,Taylors Drain,agriculture,3,0.28260802563436827
Hinds,Taylors Drain,agriculture,4,0.05744221268489585
Hinds,Taylors Drain,agriculture,5,0.16910395483687599
Hinds,Taylors Drain,agriculture,6,0.12890465244937532
Hinds,Taylors Drain,agriculture,7,0.07567122856460332
Hinds,Taylors Drain,agriculture,8,0.1641539619323564
Hinds,Taylors Drain,agriculture,9,0.2720101473208959
Hinds,Taylors Drain,agriculture,10,0.20223723186250683
Hinds,Taylors Drain,agriculture,11,0.34127708401298673
Hinds,Taylors Drain,agriculture,12,0.2352496973890795
Hinds,Taylors Drain,stockwater,1,0.36504716067063653
Hinds,Taylors Drain,stockwater,2,0.2549456374195827
Hinds,Taylors Drain,stockwater,3,0.28438352680894036
Hinds,Taylors Drain,stockwater,4,0.35610814044095135
Hinds,Taylors Drain,stockwater,5,0.3992093576655958
Hinds,Taylors Drain,stockwater,6,0.4122971490464307
Hinds,Taylors Drain,stockwater,7,0.5452428612511178
Hinds,Taylors Drain,stockwater,8,0.5664460187149907
Hinds,Taylors Drain,stockwater,9,0.6370254205586263
Hinds,Taylors Drain,stockwater,10,0.5977090642512056
Hinds,Taylors Drain,stockwater,11,0.5158368608943947
Hinds,Taylors Drain,stockwater,12,0.4214181616965965
Hinds,Upper Hinds,agriculture,1,0.7644277560833962
Hinds,Upper Hinds,agriculture,2,0.7134241511346852
Hinds,Upper Hinds,agriculture,3,0.535966560174586
Hinds,Upper Hinds,agriculture,4,0.29848426021333474
Hinds,Upper Hinds,agriculture,5,0.16910395483687599
Hinds,Upper Hinds,agriculture,6,0.12890465244937532
Hinds,Upper Hinds,agriculture,7,0.07567122856460332
Hinds,Upper Hinds,agriculture,8,0.1641539619323564
Hinds,Upper Hinds,agriculture,9,0.2720101473208959
Hinds,Upper Hinds,agriculture,10,0.43822351163291867
Hinds,Upper Hinds,agriculture,11,0.8029604648842283
Hinds,Upper Hinds,agriculture,12,1.1036487997123547
Hinds,Upper Hinds,stockwater,1,0.36504716067063653
Hinds,Upper Hinds,stockwater,2,0.2549456374195827
Hinds,Upper Hinds,stockwater,3,0.28438352680894036
Hinds,Upper Hinds,stockwater,4,0.35610814044095135
Hinds,Upper Hinds,stockwater,5,0.3992093576655958
Hinds,Upper Hinds,stockwater,6,0.4122971490464307
Hinds,Upper Hinds,stockwater,7,0.5452428612511178
Hinds,Upper Hinds,stockwater,8,0.5664460187149907
Hinds,Upper Hinds,stockwater,9,0.6370254205586263
Hinds,Upper Hinds,stockwater,10,0.5977090642512056
Hinds,Upper Hinds,stockwater,11,0.5158368608943947
Hinds,Upper Hinds,stockwater,12,0.4214181616965965
Hinds,Upper Hinds,water_supply,1,0.8377214094398951
Hinds,Upper Hinds,water_supply,2,0.8477411320197497
Hinds,Upper Hinds,water_supply,3,0.7659801373501496
Hinds,Upper Hinds,water_supply,4,0.7267807861069714
Hinds,Upper Hinds,water_supply,5,0.7514693442896708
Hinds,Upper Hinds,water_supply,6,0.7534734677374271
Hinds,Upper Hinds,water_supply,7,0.71618921046163
Hinds,Upper Hinds,water_supply,8,0.6984800976016105
Hinds,Upper Hinds,water_supply,9,0.7166916981026944
Hinds,Upper Hinds,water_supply,10,0.7846747920162968
Hinds,Upper Hinds,water_supply,11,0.8082690203138695
Hinds,Upper Hinds,water_supply,12,0.81330349724202
Hinds,Westerfield Plains Area,agriculture,1,0.5728901584848201
Hinds,Westerfield Plains Area,agriculture,2,0.5409704236379869
Hinds,Westerfield Plains Area,agriculture,3,0.29799952380626177
Hinds,Westerfield Plains Area,agriculture,4,0.15425137150403007
Hinds,Westerfield Plains Area,agriculture,5,0.08467549195294914
Hinds,Westerfield Plains Area,agriculture,6,0.05611747614789882
Hinds,Westerfield Plains Area,agriculture,7,0.027336716542321574
Hinds,Westerfield Plains Area,agriculture,8,0.03856352454927982
Hinds,Westerfield Plains Area,agriculture,9,0.25881179094076834
Hinds,Westerfield Plains Area,agriculture,10,0.2719875479688493
Hinds,Westerfield Plains Area,agriculture,11,0.5358012282872677
Hinds,Westerfield Plains Area,agriculture,12,0.7048441811435373
Hinds,Westerfield Plains Area,other,1,0.712149268565236
Hinds,Westerfield Plains Area,other,2,0.791986593261836
Hinds,Westerfield Plains Area,other,3,0.6230343762276894
Hinds,Westerfield Plains Area,other,4,0.3665742577668573
Hinds,Westerfield Plains Area,other,5,0.2554354618616358
Hinds,Westerfield Plains Area,other,6,0.587189243204406
Hinds,Westerfield Plains Area,other,7,0.5906704114549837
Hinds,Westerfield Plains Area,other,8,0.5402644039855664
Hinds,Westerfield Plains Area,other,9,0.31913590995165536
Hinds,Westerfield Plains Area,other,10,0.5635866557737389
Hinds,Westerfield Plains Area,other,11,0.7467981208227915
Hinds,Westerfield Plains Area,other,12,0.7814060305100694
Hinds,Westerfield Plains Area,stockwater,1,0.36504716067063653
Hinds,Westerfield Plains Area,stockwater,2,0.2549456374195827
Hinds,Westerfield Plains Area,stockwater,3,0.28438352680894036
Hinds,Westerfield Plains Area,stockwater,4,0.35610814044095135
Hinds,Westerfield Plains Area,stockwater,5,0.3992093576655958
Hinds,Westerfield Plains Area,stockwater,6,0.4122971490464307
Hinds,Westerfield Plains Area,stockwater,7,0.5452428612511178
Hinds,Westerfield Plains Area,stockwater,8,0.5664460187149907
Hinds,Westerfield Plains Area,stockwater,9,0.6370254205586263
Hinds,Westerfield Plains Area,stockwater,10,0.5977090642512056
Hinds,Westerfield Plains Area,stockwater,11,0.5158368608943947
Hinds,Westerfield Plains Area,stockwater,12,0.4214181616965965
Hinds,Westerfield Plains Area,water_supply,1,0.5212952833985528
Hinds,Westerfield Plains Area,water_supply,2,0.6967220210076355
Hinds,Westerfield Plains Area,water_supply,3,0.3700851721221824
Hinds,Westerfield Plains Area,water_supply,4,0.3815453748507662
Hinds,Westerfield Plains Area,water_supply,5,0.7514693442896708
Hinds,Westerfield Plains Area,water_supply,6,0.7534734677374271
Hinds,Westerfield Plains Area,water_supply,7,0.71618921046163
Hinds,Westerfield Plains Area,water_supply,8,0.6984800976016105
Hinds,Westerfield Plains Area,water_supply,9,0.3292591314234666
Hinds,Westerfield Plains Area,water_supply,10,0.1519480338827758
Hinds,Westerfield Plains Area,water_supply,11,0.5200030294662777
Hinds,Westerfield Plains Area,water_supply,12,0.5446390200369273
Pendarves,Pendarves Area,agriculture,1,0.5401529871656654
Pendarves,Pendarves Area,agriculture,2,0.49622422788245274
Pendarves,Pendarves Area,agriculture,3,0.2961320735121954
Pendarves,Pendarves Area,agriculture,4,0.13582676607561017
Pendarves,Pendarves Area,agriculture,5,0.07531719635535412
Pendarves,Pendarves Area,agriculture,6,0.015609403833598417
Pendarves,Pendarves Area,agriculture,7,0.01843617568250693
Pendarves,Pendarves Area,agriculture,8,0.02928048394060156
Pendarves,Pendarves Area,agriculture,9,0.09666760520816592
Pendarves,Pendarves Area,agriculture,10,0.23181955383437186
Pendarves,Pendarves Area,agriculture,11,0.5498259807398764
Pendarves,Pendarves Area,agriculture,12,0.6451709457199185
Pendarves,Pendarves Area,industry,1,0.1316417064446412
Pendarves,Pendarves Area,industry,2,0.11423471916799292
Pendarves,Pendarves Area,industry,3,0.11532509896779138
Pendarves,Pendarves Area,industry,4,0.12389845434936697
Pendarves,Pendarves Area,industry,5,0.1778774900641178
Pendarves,Pendarves Area,industry,6,0.18043810298848703
Pendarves,Pendarves Area,industry,7,0.15235381937661394
Pendarves,Pendarves Area,industry,8,0.1632692115389137
Pendarves,Pendarves Area,industry,9,0.14930533912690153
Pendarves,Pendarves Area,industry,10,0.11062780028157215
Pendarves,Pendarves Area,industry,11,0.13010201983932335
Pendarves,Pendarves Area,industry,12,0.12013666942000073
Pendarves,Pendarves Area,other,1,0.8157534415935366
Pendarves,Pendarves Area,other,2,0.73757790935638
Pendarves,Pendarves Area,other,3,0.9906065218592163
Pendarves,Pendarves Area,other,4,0.8438523185567449
Pendarves,Pendarves Area,other,5,0.6370635057728086
Pendarves,Pendarves Area,other,6,0.587189243204406
Pendarves,Pendarves Area,other,7,0.44079716383749845
Pendarves,Pendarves Area,other,8,0.36431309354051145
Pendarves,Pendarves Area,other,9,0.3280187647340491
Pendarves,Pendarves Area,other,10,0.47045444476186155
Pendarves,Pendarves Area,other,11,0.6420531904924531
Pendarves,Pendarves Area,other,12,0.9288591133505849
Pendarves,Pendarves Area,water_supply,1,0.6349241264993385
Pendarves,Pendarves Area,water_supply,2,0.7587091417369798
Pendarves,Pendarves Area,water_supply,3,0.5777574621988243
Pendarves,Pendarves Area,water_supply,4,0.5380651551594164
Pendarves,Pendarves Area,water_supply,5,0.5378688468976339
Pendarves,Pendarves Area,water_supply,6,0.5162008887997623
Pendarves,Pendarves Area,water_supply,7,0.41216100774954084
Pendarves,Pendarves Area,water_supply,8,0.4091253960106496
Pendarves,Pendarves Area,water_supply,9,0.4241640264078235
Pendarves,Pendarves Area,water_supply,10,0.40585353728698886
Pendarves,Pendarves Area,water_supply,11,0.52906936219689
Pendarves,Pendarves Area,water_supply,12,0.5501546789516726
