Wap,Date,SwUsageRate
BX20/0038,2017-07-31,0.0019963507153594
BX20/0038,2017-08-31,0.0027525252132907323
BX20/0038,2017-09-30,0.0032164877776455075
BX20/0038,2017-10-31,0.005064584933019592
BX20/0038,2017-11-30,0.009911506224032439
BX20/0038,2017-12-31,0.011713448523294439
BX20/0038,2018-01-31,0.011402891192660582
BX20/0038,2018-02-28,0.008464559743291867
BX20/0038,2018-03-31,0.006169908172465198
BX20/0038,2018-04-30,0.004089484266388216
BX20/0038,2018-05-31,0.0023679057371916628
BX20/0038,2018-06-30,0.002954735957514811
BX20/0058,2017-06-30,0.005834244118974989
BX20/0058,2017-07-31,0.0003511083683805488
BX20/0058,2017-08-31,0.0004841006287769659
BX20/0058,2017-09-30,0.0005657264009741614
BX20/0058,2017-10-31,0.0008907343477656883
BX20/0058,2017-11-30,0.0017432681645255267
BX20/0058,2017-12-31,0.0020601038522347305
BX20/0058,2018-01-31,0.0018437236561017142
BX20/0058,2018-02-28,0.0012627589551637184
BX20/0058,2018-03-31,0.0010851331756615084
BX20/0058,2018-04-30,0.000719271881566976
BX20/0058,2018-05-31,0.0004164556425220262
BX20/0058,2018-06-30,0.0005196886338854366
BX20/0103,2017-07-31,0.001084803358291136
BX20/0103,2017-08-31,0.0016660290306522104
BX20/0103,2017-09-30,0.001843607715025195
BX20/0103,2017-10-31,0.0027322382798798217
BX20/0103,2017-11-30,0.0028020848687224033
BX20/0103,2018-01-31,0.0017603341132745112
BX20/0103,2018-02-28,0.0029082892433278866
BX20/0103,2018-03-31,0.003222478516182199
BX20/0103,2018-04-30,0.0017755933244399016
BX20/0103,2018-05-31,0.0012968154430157267
BX20/0103,2018-06-30,0.0010480270078064209
BY20/0013,2013-10-31,0.0001876616594408727
BY20/0013,2013-11-30,0.0007164687720847493
BY20/0013,2013-12-31,0.0009423711964885778
BY20/0013,2014-01-31,0.0007659496929264265
BY20/0013,2014-02-28,0.0007233958831303273
BY20/0013,2014-03-31,0.0003984230491152268
BY20/0013,2014-04-30,0.00020626360093864513
BY20/0013,2014-05-31,0.00011321047516558798
BY20/0013,2014-06-30,7.503980413912704e-05
BY20/0013,2014-07-31,1.1200716845878136e-06
BY20/0013,2014-08-31,5.227001194743131e-05
BY20/0013,2014-09-30,8.950617283950618e-05
BY20/0013,2014-10-31,0.00010976702508960575
BY20/0013,2014-11-30,0.0001381172839506173
BY20/0013,2014-12-31,9.669952210274792e-05
BY20/0013,2015-01-31,0.00015830346475507768
BY20/0013,2015-02-28,0.00011450066137566137
BY20/0013,2015-03-31,7.840501792114695e-05
BY20/0013,2015-04-30,9.52932098765432e-05
BY20/0013,2015-05-31,7.765830346475508e-05
BY20/0013,2015-06-30,5.6117476147898824e-05
BY20/0013,2015-07-31,3.4348864994026287e-05
BY20/0013,2015-08-31,0.00012283452807646355
BY20/0013,2015-09-30,0.00010879629629629629
BY20/0013,2015-10-31,0.0001213410991636798
BY20/0013,2015-11-30,0.00014583333333333335
BY20/0013,2015-12-31,0.00017211768219832735
BY20/0013,2016-01-31,0.00012358124253285545
BY20/0013,2016-02-29,0.0001364942528735632
BY20/0013,2016-03-31,0.00012544802867383513
BY20/0013,2016-04-30,9.799382716049382e-05
BY20/0013,2016-05-31,7.429808841099163e-05
BY20/0013,2016-06-30,4.6296296296296294e-05
BY20/0013,2016-07-31,6.907108721624851e-05
BY20/0013,2016-08-31,7.429808841099163e-05
BY20/0013,2016-09-30,0.00012268518518518517
BY20/0013,2016-10-31,9.744623655913979e-05
BY20/0013,2016-11-30,0.00011496913580246915
BY20/0013,2016-12-31,0.00011499402628434887
BY20/0013,2017-01-31,0.00010752688172043012
BY20/0013,2017-02-28,0.00010912698412698413
BY20/0013,2017-03-31,8.437873357228195e-05
BY20/0013,2017-04-30,5.7098765432098775e-05
BY20/0013,2017-05-31,5.824372759856631e-05
BY20/0013,2017-06-30,5.6117476147898824e-05
BY20/0013,2017-07-31,0.00010846299533126171
BY20/0013,2017-08-31,8.997909199522101e-05
BY20/0013,2017-09-30,0.0001574074074074074
BY20/0013,2017-10-31,0.00041741338112305856
BY20/0013,2017-11-30,0.0005065586419753086
BY20/0013,2017-12-31,0.0002718040621266428
BY20/0013,2018-01-31,0.0002725507765830346
BY20/0013,2018-02-28,0.00017195767195767197
BY20/0013,2018-03-31,0.00015905017921146955
BY20/0013,2018-04-30,0.00014390432098765433
BY20/0013,2018-05-31,0.00011424731182795699
BY20/0013,2018-06-30,0.00020281964373206637
BY20/0032,2012-04-30,0.001979850461745072
BY20/0032,2012-10-31,0.001095980219714862
BY20/0032,2012-11-30,0.0018495058638620463
BY20/0032,2012-12-31,0.0012748840194155052
BY20/0032,2013-01-31,0.0011975376874753516
BY20/0032,2013-02-28,0.0021699946165731807
BY20/0032,2013-03-31,0.0015315320684299789
BY20/0032,2013-04-30,0.00031130044814225776
BY20/0032,2013-10-31,0.001095980219714862
BY20/0032,2013-11-30,0.0018495058638620463
BY20/0032,2013-12-31,0.0012748840194155052
BY20/0032,2014-01-31,0.0011975376874753516
BY20/0032,2014-02-28,0.0021699946165731807
BY20/0032,2014-03-31,0.0015315320684299789
BY20/0032,2014-04-30,0.00031130044814225776
BY20/0032,2014-10-31,0.001095980219714862
BY20/0032,2014-11-30,0.001726266916857357
BY20/0032,2014-12-31,0.0012748840194155052
BY20/0032,2015-01-31,0.0008498681170295279
BY20/0032,2015-04-30,3.113669321847171e-05
BY20/0032,2015-10-31,0.00109084576191668
BY20/0032,2015-11-30,0.0018408159381117161
BY20/0032,2015-12-31,0.001268911431518829
BY20/0032,2016-01-31,0.0011919274523566246
BY20/0032,2016-02-29,0.002159892061347282
BY20/0032,2016-03-31,0.0015243571334900383
BY20/0032,2016-04-30,0.0003098377992081515
BY20/0032,2016-10-31,0.001095980219714862
BY20/0032,2016-11-30,0.0018495058638620463
BY20/0032,2016-12-31,0.0012748840194155052
BY20/0032,2017-01-31,0.0011975376874753516
BY20/0032,2017-02-28,0.0021699946165731807
BY20/0032,2017-03-31,0.0015315320684299789
BY20/0032,2017-04-30,0.00031130044814225776
BY20/0032,2017-10-31,0.001095980219714862
BY20/0032,2017-11-30,0.0018495058638620463
BY20/0032,2017-12-31,0.0012748840194155052
BY20/0032,2018-01-31,0.0011975376874753516
BY20/0032,2018-02-28,0.0021699946165731807
BY20/0032,2018-03-31,0.0015315320684299789
BY20/0032,2018-04-30,0.00031130044814225776
BY20/0043,2012-11-30,0.001155864197530864
BY20/0043,2012-12-31,0.02270945340501792
BY20/0043,2013-01-31,0.015407706093189965
BY20/0043,2013-02-28,0.013942212301587301
BY20/0043,2013-03-31,0.0021434438470728794
BY20/0043,2013-04-30,0.0008055555555555556
BY20/0043,2013-05-31,0.004476164481581123
BY20/0043,2013-06-30,0.0036173122475915876
BY20/0043,2013-07-31,0.005919520000380876
BY20/0043,2013-08-31,0.0038126752927014566
BY20/0043,2013-09-30,0.004218959273702336
BY20/0043,2013-10-31,0.006252674588385092
BY20/0043,2013-11-30,0.013741259281077882
BY20/0043,2013-12-31,0.01627134558834043
BY20/0043,2014-01-31,0.01561086437477356
BY20/0043,2014-02-28,0.013311192490481289
BY20/0043,2014-03-31,0.007883055511732164
BY20/0043,2014-04-30,0.005540758383714992
BY20/0043,2014-05-31,0.002967737120909691
BY20/0043,2014-06-30,0.0023983319377761355
BY20/0043,2014-07-31,0.005919520000380876
BY20/0043,2014-08-31,0.0038126752927014566
BY20/0043,2014-09-30,0.004218959273702336
BY20/0043,2014-10-31,0.006252674588385092
BY20/0043,2014-11-30,0.013741259281077882
BY20/0043,2014-12-31,0.01627134558834043
BY20/0043,2015-01-31,0.01561086437477356
BY20/0043,2015-02-28,0.013311192490481289
BY20/0043,2015-03-31,0.007883055511732164
BY20/0043,2015-04-30,0.005540758383714992
BY20/0043,2015-05-31,0.002967737120909691
BY20/0043,2015-06-30,0.0023983319377761355
BY20/0043,2015-07-31,0.005903437017137763
BY20/0043,2015-08-31,0.0038023164810342945
BY20/0043,2015-09-30,0.004207476283030036
BY20/0043,2015-10-31,0.006235686443970822
BY20/0043,2015-11-30,0.013703858883986156
BY20/0043,2015-12-31,0.01622713731158432
BY20/0043,2016-01-31,0.015568450586132954
BY20/0043,2016-02-29,0.013274788152334788
BY20/0043,2016-03-31,0.00786163771946327
BY20/0043,2016-04-30,0.005525677774325313
BY20/0043,2016-05-31,0.0029596739559263
BY20/0043,2016-06-30,0.002391804256069837
BY20/0043,2016-07-31,0.005919520000380876
BY20/0043,2016-08-31,0.0038126752927014566
BY20/0043,2016-09-30,0.004218959273702336
BY20/0043,2016-10-31,0.006252674588385092
BY20/0043,2016-11-30,0.013741259281077882
BY20/0043,2016-12-31,0.00688508064516129
BY20/0043,2017-01-31,0.004678912783751493
BY20/0043,2017-02-28,0.0021978339947089946
BY20/0043,2017-03-31,0.0001400089605734767
BY20/0043,2017-04-30,0.005540758383714992
BY20/0043,2017-05-31,0.002967737120909691
BY20/0043,2017-06-30,0.0023983319377761355
BY20/0043,2017-07-31,0.005919520000380876
BY20/0043,2017-08-31,0.0038126752927014566
BY20/0043,2017-09-30,0.004218959273702336
BY20/0043,2017-10-31,0.006252674588385092
BY20/0043,2017-11-30,0.025931327160493827
BY20/0043,2017-12-31,0.024182347670250896
BY20/0043,2018-01-31,0.0018589456391875747
BY20/0043,2018-02-28,0.0003559027777777778
BY20/0043,2018-03-31,0.007883055511732164
BY20/0043,2018-04-30,0.005540758383714992
BY20/0043,2018-05-31,0.002967737120909691
BY20/0043,2018-06-30,0.0023983319377761355
BY20/0085,2012-02-29,0.00590691215242618
BY20/0085,2012-03-31,0.06369292746100909
BY20/0085,2012-04-30,0.07975695769198447
BY20/0085,2012-05-31,0.08941028668173708
BY20/0085,2012-06-30,0.09234151803523466
BY20/0085,2012-07-31,0.05051964993689046
BY20/0085,2012-08-31,0.052484235204772176
BY20/0085,2012-09-30,0.059023895091674924
BY20/0085,2012-10-31,0.05538092258702703
BY20/0085,2012-11-30,0.04779511111997705
BY20/0085,2012-12-31,0.03904663319590836
BY20/0085,2013-01-31,0.0338235602483985
BY20/0085,2013-02-28,0.023622095948608757
BY20/0085,2013-03-31,0.026349645714277597
BY20/0085,2013-04-30,0.032995370112932174
BY20/0085,2013-05-31,0.03698886942695474
BY20/0085,2013-06-30,0.038201589585817104
BY20/0085,2013-07-31,0.05051964993689046
BY20/0085,2013-08-31,0.052484235204772176
BY20/0085,2013-09-30,0.059023895091674924
BY20/0085,2013-10-31,0.05538092258702703
BY20/0085,2013-11-30,0.04779511111997705
BY20/0085,2013-12-31,0.03904663319590836
BY20/0085,2014-01-31,0.0338235602483985
BY20/0085,2014-02-28,0.023622095948608757
BY20/0085,2014-03-31,0.026349645714277597
BY20/0085,2014-04-30,0.032995370112932174
BY20/0085,2014-05-31,0.03698886942695474
BY20/0085,2014-06-30,0.038201589585817104
BY20/0085,2014-07-31,0.05051964993689046
BY20/0085,2014-08-31,0.052484235204772176
BY20/0085,2014-09-30,0.059023895091674924
BY20/0085,2014-10-31,0.05538092258702703
BY20/0085,2014-11-30,0.04779511111997705
BY20/0085,2014-12-31,0.03904663319590836
BY20/0085,2015-01-31,0.0338235602483985
BY20/0085,2015-02-28,0.023622095948608757
BY20/0085,2015-03-31,0.026349645714277597
BY20/0085,2015-04-30,0.032995370112932174
BY20/0085,2015-05-31,0.03698886942695474
BY20/0085,2015-06-30,0.038201589585817104
BY20/0085,2015-07-31,0.05038162923052536
BY20/0085,2015-08-31,0.052340847211683486
BY20/0085,2015-09-30,0.05886267260869403
BY20/0085,2015-10-31,0.05522962078536845
BY20/0085,2015-11-30,0.04766455981567662
BY20/0085,2015-12-31,0.038939957003543406
BY20/0085,2016-01-31,0.03373115359706386
BY20/0085,2016-02-29,0.0235575426294277
BY20/0085,2016-03-31,0.02627765794875472
BY20/0085,2016-04-30,0.03290524397862304
BY20/0085,2016-05-31,0.03688781508686466
BY20/0085,2016-06-30,0.038097242776490535
BY20/0085,2016-07-31,0.13994118917312606
BY20/0085,2016-08-31,0.052484235204772176
BY20/0085,2016-09-30,0.059023895091674924
BY20/0085,2016-10-31,0.05538092258702703
BY20/0085,2016-11-30,0.04779511111997705
BY20/0085,2016-12-31,0.03904663319590836
BY20/0085,2017-01-31,0.0338235602483985
BY20/0085,2017-02-28,0.023622095948608757
BY20/0085,2017-03-31,0.026349645714277597
BY20/0085,2017-04-30,0.032995370112932174
BY20/0085,2017-05-31,0.03698886942695474
BY20/0085,2017-06-30,0.038201589585817104
BY20/0085,2017-07-31,0.05051964993689046
BY20/0085,2017-08-31,0.052484235204772176
BY20/0085,2017-09-30,0.059023895091674924
BY20/0085,2017-10-31,0.05538092258702703
BY20/0085,2017-11-30,0.04779511111997705
BY20/0085,2017-12-31,0.03904663319590836
BY20/0085,2018-01-31,0.0338235602483985
BY20/0085,2018-02-28,0.023622095948608757
BY20/0085,2018-03-31,0.026349645714277597
BY20/0085,2018-04-30,0.032995370112932174
BY20/0085,2018-05-31,0.03698886942695474
BY20/0085,2018-06-30,0.038201589585817104
BY20/0087,2012-02-29,0.00590691215242618
BY20/0087,2012-03-31,0.06369292746100909
BY20/0087,2012-04-30,0.07975695769198447
BY20/0087,2012-05-31,0.08941028668173708
BY20/0087,2012-06-30,0.09234151803523466
BY20/0087,2012-07-31,0.05051964993689046
BY20/0087,2012-08-31,0.052484235204772176
BY20/0087,2012-09-30,0.059023895091674924
BY20/0087,2012-10-31,0.05538092258702703
BY20/0087,2012-11-30,0.04779511111997705
BY20/0087,2012-12-31,0.03904663319590836
BY20/0087,2013-01-31,0.0338235602483985
BY20/0087,2013-02-28,0.023622095948608757
BY20/0087,2013-03-31,0.026349645714277597
BY20/0087,2013-04-30,0.032995370112932174
BY20/0087,2013-05-31,0.03698886942695474
BY20/0087,2013-06-30,0.038201589585817104
BY20/0087,2013-07-31,0.05051964993689046
BY20/0087,2013-08-31,0.052484235204772176
BY20/0087,2013-09-30,0.059023895091674924
BY20/0087,2013-10-31,0.05538092258702703
BY20/0087,2013-11-30,0.04779511111997705
BY20/0087,2013-12-31,0.03904663319590836
BY20/0087,2014-01-31,0.0338235602483985
BY20/0087,2014-02-28,0.023622095948608757
